Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2024-05-21,24.7,34.0,29.1,82.0,0.0,7.8,4.0,160.0,1.0,C 
2024-05-22,25.2,30.2,26.8,93.0,3.4,9.0,2.0,110.0,0.0,C 
2024-05-23,25.0,31.4,27.1,90.0,0.0,0.0,3.0,250.0,1.0,C 
2024-05-24,25.0,32.6,29.0,83.0,0.0,1.4,4.0,310.0,1.0,C 
2024-05-25,26.1,32.6,27.7,89.0,0.0,9.9,3.0,180.0,2.0,S 
2024-05-26,25.2,33.7,27.8,86.0,4.5,2.2,5.0,190.0,2.0,C 
2024-05-27,24.4,32.8,27.7,87.0,7.8,6.6,3.0,300.0,1.0,C 
2024-05-28,24.9,34.2,28.9,88.0,1.9,6.9,3.0,290.0,1.0,C 
2024-05-29,25.0,34.2,28.5,87.0,6.3,5.1,4.0,150.0,1.0,C 
2024-05-30,25.0,33.6,28.5,86.0,0.0,6.4,4.0,230.0,1.0,C 
2024-05-31,24.8,34.4,28.7,84.0,0.3,6.8,3.0,140.0,1.0,C 
2024-06-01,25.0,32.2,27.5,91.0,9.5,4.4,3.0,150.0,0.0,C 
2024-06-02,25.2,26.9,25.0,99.0,1.0,0.0,2.0,300.0,0.0,C 
2024-06-03,24.1,32.0,27.2,90.0,103.4,0.0,2.0,150.0,1.0,C 
2024-06-04,24.8,33.4,27.8,85.0,0.0,1.2,4.0,160.0,2.0,S 
2024-06-06,24.7,33.4,28.5,86.0,5.9,6.5,5.0,160.0,1.0,C 
2024-06-07,23.8,32.2,26.7,86.0,17.5,3.4,4.0,170.0,1.0,C 
2024-06-08,23.7,34.0,28.0,85.0,3.7,5.7,2.0,160.0,0.0,C 
2024-06-09,24.5,34.3,29.1,83.0,0.0,1.3,3.0,330.0,1.0,C 
2024-06-10,25.0,32.6,26.2,90.0,0.0,9.1,2.0,110.0,1.0,C 
2024-06-11,23.5,32.1,27.7,89.0,3.2,2.6,3.0,320.0,0.0,C 
2024-06-12,23.8,33.2,28.2,85.0,0.0,5.8,3.0,290.0,1.0,C 
2024-06-13,24.6,33.8,28.2,82.0,1.3,5.3,3.0,300.0,1.0,C 
2024-06-14,24.3,33.3,28.2,81.0,0.0,6.8,3.0,300.0,1.0,C 
2024-06-15,24.6,33.2,28.2,83.0,0.0,8.3,4.0,290.0,1.0,C 
2024-06-16,23.8,33.3,27.5,87.0,0.4,7.9,5.0,260.0,1.0,C 
2024-06-17,24.5,33.5,28.1,85.0,0.0,5.6,2.0,170.0,1.0,C 
2024-06-18,24.9,31.9,27.2,90.0,0.2,5.7,2.0,170.0,1.0,C 
2024-06-19,24.3,33.3,27.9,84.0,0.9,1.2,3.0,90.0,1.0,C 
2024-06-20,24.0,28.8,26.1,92.0,0.0,4.4,2.0,170.0,0.0,C 
2024-06-21,24.2,32.0,27.0,88.0,0.0,0.0,3.0,160.0,1.0,S 
2024-06-22,23.3,31.2,26.7,88.0,12.4,0.3,6.0,290.0,2.0,SE
2024-06-23,23.6,31.7,26.6,86.0,9.1,2.7,2.0,140.0,1.0,C 
2024-06-24,23.7,33.4,28.0,84.0,0.0,1.9,4.0,320.0,1.0,C 
2024-06-25,24.0,33.7,28.2,85.0,0.0,7.3,4.0,330.0,1.0,C 
2024-06-26,24.7,33.0,27.7,89.0,0.0,8.2,3.0,70.0,1.0,C 
2024-06-27,24.2,32.1,27.1,90.0,21.0,4.5,4.0,330.0,1.0,C 
2024-06-28,24.2,32.5,26.6,90.0,1.3,2.9,5.0,170.0,1.0,C 
2024-06-29,23.6,32.8,26.8,92.0,13.1,3.2,4.0,240.0,1.0,C 
2024-06-30,23.8,33.3,26.3,90.0,4.2,1.8,4.0,170.0,1.0,C 
